	gene_id	unqlen	simple	genename	genetype
AP004245.1	ENSG00000238041.3	259	ENSG00000238041	AP004245.1	processed_pseudogene
AC092902.1	ENSG00000239804.1	259	ENSG00000239804	AC092902.1	processed_pseudogene
AC114967.1	ENSG00000248120.1	259	ENSG00000248120	AC114967.1	processed_pseudogene
IGHVII-51-2	ENSG00000253941.1	259	ENSG00000253941	IGHVII-51-2	IG_V_pseudogene
HIGD1AP5	ENSG00000255254.1	259	ENSG00000255254	HIGD1AP5	processed_pseudogene
AC140063.1	ENSG00000255704.1	259	ENSG00000255704	AC140063.1	processed_pseudogene
AC133555.1	ENSG00000257506.1	259	ENSG00000257506	AC133555.1	unprocessed_pseudogene
AC010198.2	ENSG00000258118.1	259	ENSG00000258118	AC010198.2	processed_pseudogene
ENPP7P13	ENSG00000261580.1	259	ENSG00000261580	ENPP7P13	processed_pseudogene
AC093249.4	ENSG00000261588.1	259	ENSG00000261588	AC093249.4	processed_pseudogene
RN7SL470P	ENSG00000263669.2	259	ENSG00000263669	RN7SL470P	misc_RNA
AC005695.2	ENSG00000263708.2	259	ENSG00000263708	AC005695.2	antisense_RNA
RN7SL644P	ENSG00000264313.2	259	ENSG00000264313	RN7SL644P	misc_RNA
AC100843.3	ENSG00000267487.1	259	ENSG00000267487	AC100843.3	processed_pseudogene
AC011477.5	ENSG00000267693.1	259	ENSG00000267693	AC011477.5	processed_pseudogene
AC008521.2	ENSG00000267725.1	259	ENSG00000267725	AC008521.2	processed_pseudogene
AC015936.2	ENSG00000267788.1	259	ENSG00000267788	AC015936.2	lincRNA
AC006023.1	ENSG00000270577.1	259	ENSG00000270577	AC006023.1	processed_pseudogene
AC055876.5	ENSG00000271616.1	259	ENSG00000271616	AC055876.5	processed_pseudogene
RN7SL818P	ENSG00000274234.1	259	ENSG00000274234	RN7SL818P	misc_RNA
RN7SL725P	ENSG00000278242.1	259	ENSG00000278242	RN7SL725P	misc_RNA
AC012629.4	ENSG00000279979.1	259	ENSG00000279979	AC012629.4	TEC
COX6B1P3	ENSG00000172912.4	260	ENSG00000172912	COX6B1P3	processed_pseudogene
DBIP1	ENSG00000218748.1	260	ENSG00000218748	DBIP1	processed_pseudogene
AL353752.1	ENSG00000228373.2	260	ENSG00000228373	AL353752.1	processed_pseudogene
AL355994.1	ENSG00000231353.1	260	ENSG00000231353	AL355994.1	unprocessed_pseudogene
SNRPEP8	ENSG00000231399.1	260	ENSG00000231399	SNRPEP8	processed_pseudogene
SPTLC1P4	ENSG00000232678.2	260	ENSG00000232678	SPTLC1P4	processed_pseudogene
AC010997.2	ENSG00000236842.1	260	ENSG00000236842	AC010997.2	antisense_RNA
AC231760.1	ENSG00000242186.1	260	ENSG00000242186	AC231760.1	unprocessed_pseudogene
AL109933.2	ENSG00000243831.1	260	ENSG00000243831	AL109933.2	unprocessed_pseudogene
AC021146.3	ENSG00000248613.1	260	ENSG00000248613	AC021146.3	unprocessed_pseudogene
AL445187.1	ENSG00000250068.1	260	ENSG00000250068	AL445187.1	unprocessed_pseudogene
RN7SKP49	ENSG00000252484.1	260	ENSG00000252484	RN7SKP49	misc_RNA
AC025280.1	ENSG00000260859.1	260	ENSG00000260859	AC025280.1	sense_intronic
AC009137.1	ENSG00000260999.1	260	ENSG00000260999	AC009137.1	lincRNA
AC099489.2	ENSG00000262636.1	260	ENSG00000262636	AC099489.2	processed_pseudogene
RN7SL25P	ENSG00000264530.2	260	ENSG00000264530	RN7SL25P	misc_RNA
AC010325.2	ENSG00000268375.1	260	ENSG00000268375	AC010325.2	antisense_RNA
AC005070.2	ENSG00000271482.1	260	ENSG00000271482	AC005070.2	processed_pseudogene
AL391813.1	ENSG00000271558.1	260	ENSG00000271558	AL391813.1	processed_pseudogene
AC018445.2	ENSG00000279397.1	260	ENSG00000279397	AC018445.2	TEC
SRP9P1	ENSG00000180581.7	261	ENSG00000180581	SRP9P1	processed_pseudogene
MRPS21P6	ENSG00000214298.3	261	ENSG00000214298	MRPS21P6	processed_pseudogene
AC019129.1	ENSG00000219391.1	261	ENSG00000219391	AC019129.1	processed_pseudogene
AC243964.1	ENSG00000224366.1	261	ENSG00000224366	AC243964.1	unprocessed_pseudogene
PSPHP1	ENSG00000226278.1	261	ENSG00000226278	PSPHP1	unprocessed_pseudogene
SPTLC1P1	ENSG00000230397.1	261	ENSG00000230397	SPTLC1P1	transcribed_processed_pseudogene
HMGN2P16	ENSG00000231376.1	261	ENSG00000231376	HMGN2P16	processed_pseudogene
AC017019.1	ENSG00000232617.1	261	ENSG00000232617	AC017019.1	unprocessed_pseudogene
MTCO1P57	ENSG00000232975.1	261	ENSG00000232975	MTCO1P57	unprocessed_pseudogene
DEFA11P	ENSG00000234178.1	261	ENSG00000234178	DEFA11P	unprocessed_pseudogene
AC068489.1	ENSG00000234446.2	261	ENSG00000234446	AC068489.1	lincRNA
AC092001.1	ENSG00000237572.1	261	ENSG00000237572	AC092001.1	unprocessed_pseudogene
BANF1P3	ENSG00000237758.1	261	ENSG00000237758	BANF1P3	processed_pseudogene
RN7SKP210	ENSG00000238875.1	261	ENSG00000238875	RN7SKP210	misc_RNA
RN7SL267P	ENSG00000242121.3	261	ENSG00000242121	RN7SL267P	misc_RNA
RN7SL81P	ENSG00000244218.3	261	ENSG00000244218	RN7SL81P	misc_RNA
IGHVIII-5-2	ENSG00000254053.1	261	ENSG00000254053	IGHVIII-5-2	IG_V_pseudogene
AC016885.2	ENSG00000254089.1	261	ENSG00000254089	AC016885.2	lincRNA
AC018554.2	ENSG00000261590.1	261	ENSG00000261590	AC018554.2	processed_pseudogene
MTATP6P25	ENSG00000262095.1	261	ENSG00000262095	MTATP6P25	processed_pseudogene
POLR3GP1	ENSG00000268295.1	261	ENSG00000268295	POLR3GP1	transcribed_processed_pseudogene
RN7SL343P	ENSG00000273717.1	261	ENSG00000273717	RN7SL343P	misc_RNA
AL359314.1	ENSG00000274326.1	261	ENSG00000274326	AL359314.1	misc_RNA
RN7SL422P	ENSG00000274852.1	261	ENSG00000274852	RN7SL422P	misc_RNA
AC067904.3	ENSG00000275115.1	261	ENSG00000275115	AC067904.3	unprocessed_pseudogene
RN7SL462P	ENSG00000276522.1	261	ENSG00000276522	RN7SL462P	misc_RNA
RN7SL640P	ENSG00000278825.1	261	ENSG00000278825	RN7SL640P	misc_RNA
AC073530.2	ENSG00000279310.1	261	ENSG00000279310	AC073530.2	TEC
AP002761.1	ENSG00000215841.3	262	ENSG00000215841	AP002761.1	antisense_RNA
MRPS21P3	ENSG00000221879.3	262	ENSG00000221879	MRPS21P3	processed_pseudogene
THAP5P1	ENSG00000224324.1	262	ENSG00000224324	THAP5P1	processed_pseudogene
HMGN2P28	ENSG00000236086.4	262	ENSG00000236086	HMGN2P28	processed_pseudogene
CNN2P11	ENSG00000237383.1	262	ENSG00000237383	CNN2P11	processed_pseudogene
AL390023.1	ENSG00000237478.2	262	ENSG00000237478	AL390023.1	processed_pseudogene
MLLT10P1	ENSG00000238151.1	262	ENSG00000238151	MLLT10P1	processed_pseudogene
RN7SL150P	ENSG00000240626.3	262	ENSG00000240626	RN7SL150P	misc_RNA
AC092903.1	ENSG00000241439.1	262	ENSG00000241439	AC092903.1	processed_pseudogene
AC078980.1	ENSG00000242029.1	262	ENSG00000242029	AC078980.1	lincRNA
AC079395.1	ENSG00000248134.1	262	ENSG00000248134	AC079395.1	unprocessed_pseudogene
DBIP2	ENSG00000251366.1	262	ENSG00000251366	DBIP2	processed_pseudogene
IGKV2D-19	ENSG00000253765.1	262	ENSG00000253765	IGKV2D-19	IG_V_pseudogene
AC087441.2	ENSG00000255232.1	262	ENSG00000255232	AC087441.2	processed_pseudogene
AC138869.2	ENSG00000260419.1	262	ENSG00000260419	AC138869.2	antisense_RNA
AC106785.1	ENSG00000260522.1	262	ENSG00000260522	AC106785.1	processed_pseudogene
AC133485.3	ENSG00000260575.1	262	ENSG00000260575	AC133485.3	antisense_RNA
AC138907.3	ENSG00000260974.1	262	ENSG00000260974	AC138907.3	antisense_RNA
RN7SL835P	ENSG00000264250.2	262	ENSG00000264250	RN7SL835P	misc_RNA
RN7SL204P	ENSG00000264676.2	262	ENSG00000264676	RN7SL204P	misc_RNA
AC015688.2	ENSG00000264689.1	262	ENSG00000264689	AC015688.2	processed_pseudogene
RN7SL202P	ENSG00000266627.2	262	ENSG00000266627	RN7SL202P	misc_RNA
AF038458.1	ENSG00000267113.1	262	ENSG00000267113	AF038458.1	processed_pseudogene
AL162713.1	ENSG00000270522.1	262	ENSG00000270522	AL162713.1	lincRNA
AL161423.1	ENSG00000276208.1	262	ENSG00000276208	AL161423.1	unprocessed_pseudogene
RN7SKP228	ENSG00000222974.1	263	ENSG00000222974	RN7SKP228	misc_RNA
AC245427.2	ENSG00000224970.2	263	ENSG00000224970	AC245427.2	antisense_RNA
AC006150.1	ENSG00000226323.1	263	ENSG00000226323	AC006150.1	antisense_RNA
HMGN1P5	ENSG00000230942.1	263	ENSG00000230942	HMGN1P5	processed_pseudogene
AC013403.1	ENSG00000236099.1	263	ENSG00000236099	AC013403.1	unprocessed_pseudogene
AC026316.2	ENSG00000239739.1	263	ENSG00000239739	AC026316.2	lincRNA
MTND6P6	ENSG00000240034.1	263	ENSG00000240034	MTND6P6	unprocessed_pseudogene
AC024589.1	ENSG00000248687.2	263	ENSG00000248687	AC024589.1	unprocessed_pseudogene
BANF1P1	ENSG00000258531.2	263	ENSG00000258531	BANF1P1	processed_pseudogene
AC069029.1	ENSG00000259621.1	263	ENSG00000259621	AC069029.1	antisense_RNA
RN7SL155P	ENSG00000263490.2	263	ENSG00000263490	RN7SL155P	misc_RNA
RN7SL510P	ENSG00000266308.2	263	ENSG00000266308	RN7SL510P	misc_RNA
AC060766.3	ENSG00000267315.1	263	ENSG00000267315	AC060766.3	processed_pseudogene
AC068790.4	ENSG00000270048.1	263	ENSG00000270048	AC068790.4	sense_intronic
AL023806.2	ENSG00000270828.1	263	ENSG00000270828	AL023806.2	lincRNA
AC098657.3	ENSG00000277670.1	263	ENSG00000277670	AC098657.3	unprocessed_pseudogene
AC137803.1	ENSG00000277770.1	263	ENSG00000277770	AC137803.1	unprocessed_pseudogene
PRLH	ENSG00000071677.1	264	ENSG00000071677	PRLH	protein_coding
DEFB109C	ENSG00000205989.1	264	ENSG00000205989	DEFB109C	unprocessed_pseudogene
DEFB109B	ENSG00000206034.1	264	ENSG00000206034	DEFB109B	unprocessed_pseudogene
RPL21P41	ENSG00000214560.4	264	ENSG00000214560	RPL21P41	processed_pseudogene
RN7SKP117	ENSG00000222107.1	264	ENSG00000222107	RN7SKP117	misc_RNA
PLA2G12AP2	ENSG00000225221.1	264	ENSG00000225221	PLA2G12AP2	processed_pseudogene
MRPS21P2	ENSG00000227425.1	264	ENSG00000227425	MRPS21P2	processed_pseudogene
AC007327.1	ENSG00000228770.1	264	ENSG00000228770	AC007327.1	processed_pseudogene
AC246785.1	ENSG00000229002.1	264	ENSG00000229002	AC246785.1	unprocessed_pseudogene
LINC00362	ENSG00000229483.2	264	ENSG00000229483	LINC00362	lincRNA
AC243428.1	ENSG00000229979.1	264	ENSG00000229979	AC243428.1	processed_pseudogene
BANF1P2	ENSG00000230306.1	264	ENSG00000230306	BANF1P2	processed_pseudogene
AC008173.1	ENSG00000231570.1	264	ENSG00000231570	AC008173.1	processed_pseudogene
RN7SL285P	ENSG00000243313.2	264	ENSG00000243313	RN7SL285P	misc_RNA
RN7SL402P	ENSG00000243968.2	264	ENSG00000243968	RN7SL402P	misc_RNA
DYNLL1P6	ENSG00000248820.2	264	ENSG00000248820	DYNLL1P6	processed_pseudogene
AP001363.1	ENSG00000250659.2	264	ENSG00000250659	AP001363.1	antisense_RNA
SUMO2P16	ENSG00000253579.1	264	ENSG00000253579	SUMO2P16	processed_pseudogene
AC134684.1	ENSG00000254796.1	264	ENSG00000254796	AC134684.1	processed_pseudogene
AC084121.2	ENSG00000254889.1	264	ENSG00000254889	AC084121.2	processed_pseudogene
AC090181.1	ENSG00000259652.1	264	ENSG00000259652	AC090181.1	lincRNA
AC025887.1	ENSG00000263688.1	264	ENSG00000263688	AC025887.1	lincRNA
RN7SL66P	ENSG00000264030.2	264	ENSG00000264030	RN7SL66P	misc_RNA
RN7SL560P	ENSG00000264438.2	264	ENSG00000264438	RN7SL560P	misc_RNA
RN7SL376P	ENSG00000265814.2	264	ENSG00000265814	RN7SL376P	misc_RNA
RN7SL176P	ENSG00000266610.2	264	ENSG00000266610	RN7SL176P	misc_RNA
AC004542.1	ENSG00000269972.1	264	ENSG00000269972	AC004542.1	lincRNA
AL161420.1	ENSG00000275919.1	264	ENSG00000275919	AL161420.1	processed_pseudogene
RMRP	ENSG00000277027.1	264	ENSG00000277027	RMRP	ribozyme
AC006133.1	ENSG00000278813.1	264	ENSG00000278813	AC006133.1	unprocessed_pseudogene
AL359692.1	ENSG00000213556.3	265	ENSG00000213556	AL359692.1	processed_pseudogene
AL009179.1	ENSG00000217862.2	265	ENSG00000217862	AL009179.1	processed_pseudogene
AC107399.1	ENSG00000223605.1	265	ENSG00000223605	AC107399.1	unprocessed_pseudogene
AL359092.1	ENSG00000224797.1	265	ENSG00000224797	AL359092.1	processed_pseudogene
AC098592.2	ENSG00000227965.1	265	ENSG00000227965	AC098592.2	processed_pseudogene
Z83846.1	ENSG00000228194.1	265	ENSG00000228194	Z83846.1	processed_pseudogene
AL391839.1	ENSG00000229327.1	265	ENSG00000229327	AL391839.1	antisense_RNA
HMGN2P19	ENSG00000229367.1	265	ENSG00000229367	HMGN2P19	processed_pseudogene
BPY2DP	ENSG00000229745.1	265	ENSG00000229745	BPY2DP	unprocessed_pseudogene
AC018892.1	ENSG00000230343.1	265	ENSG00000230343	AC018892.1	unprocessed_pseudogene
AL445933.2	ENSG00000230881.1	265	ENSG00000230881	AL445933.2	antisense_RNA
AL157378.1	ENSG00000231143.1	265	ENSG00000231143	AL157378.1	lincRNA
HMGN2P10	ENSG00000231261.1	265	ENSG00000231261	HMGN2P10	processed_pseudogene
HMGN2P38	ENSG00000231726.2	265	ENSG00000231726	HMGN2P38	processed_pseudogene
UBE2V1P8	ENSG00000233118.2	265	ENSG00000233118	UBE2V1P8	processed_pseudogene
CYCSP53	ENSG00000234333.2	265	ENSG00000234333	CYCSP53	processed_pseudogene
PPIAP27	ENSG00000234363.1	265	ENSG00000234363	PPIAP27	processed_pseudogene
AC104076.1	ENSG00000236153.1	265	ENSG00000236153	AC104076.1	antisense_RNA
RPL23AP95	ENSG00000236848.2	265	ENSG00000236848	RPL23AP95	processed_pseudogene
AC009237.11	ENSG00000238162.1	265	ENSG00000238162	AC009237.11	processed_pseudogene
RN7SL214P	ENSG00000242066.3	265	ENSG00000242066	RN7SL214P	misc_RNA
DEFB109A	ENSG00000242296.2	265	ENSG00000242296	DEFB109A	unprocessed_pseudogene
RN7SL417P	ENSG00000244056.3	265	ENSG00000244056	RN7SL417P	misc_RNA
AC008267.5	ENSG00000244510.2	265	ENSG00000244510	AC008267.5	transcribed_unprocessed_pseudogene
OCIAD1-AS1	ENSG00000248256.1	265	ENSG00000248256	OCIAD1-AS1	antisense_RNA
AC008628.1	ENSG00000249433.1	265	ENSG00000249433	AC008628.1	processed_pseudogene
IGHVII-22-1	ENSG00000253345.1	265	ENSG00000253345	IGHVII-22-1	IG_V_pseudogene
AP003396.4	ENSG00000254892.1	265	ENSG00000254892	AP003396.4	processed_pseudogene
AC103855.4	ENSG00000255519.1	265	ENSG00000255519	AC103855.4	processed_pseudogene
AC079598.4	ENSG00000258179.1	265	ENSG00000258179	AC079598.4	processed_pseudogene
AC025281.1	ENSG00000261234.1	265	ENSG00000261234	AC025281.1	processed_pseudogene
AC003965.2	ENSG00000263325.1	265	ENSG00000263325	AC003965.2	antisense_RNA
AC090283.1	ENSG00000264488.1	265	ENSG00000264488	AC090283.1	lincRNA
MRPL57P1	ENSG00000273698.1	265	ENSG00000273698	MRPL57P1	processed_pseudogene
AC090517.1	ENSG00000225625.4	266	ENSG00000225625	AC090517.1	processed_pseudogene
UBBP5	ENSG00000228074.1	266	ENSG00000228074	UBBP5	processed_pseudogene
AL158207.2	ENSG00000230684.1	266	ENSG00000230684	AL158207.2	antisense_RNA
AL354979.1	ENSG00000231149.2	266	ENSG00000231149	AL354979.1	lincRNA
TIMM9P2	ENSG00000232608.1	266	ENSG00000232608	TIMM9P2	processed_pseudogene
PRYP5	ENSG00000233546.1	266	ENSG00000233546	PRYP5	unprocessed_pseudogene
DYNLL1P3	ENSG00000235282.3	266	ENSG00000235282	DYNLL1P3	processed_pseudogene
RPL36AP15	ENSG00000235369.1	266	ENSG00000235369	RPL36AP15	processed_pseudogene
AL136309.3	ENSG00000237716.1	266	ENSG00000237716	AL136309.3	lincRNA
RN7SL754P	ENSG00000239822.3	266	ENSG00000239822	RN7SL754P	misc_RNA
AC069444.1	ENSG00000239994.2	266	ENSG00000239994	AC069444.1	antisense_RNA
RN7SL632P	ENSG00000241524.3	266	ENSG00000241524	RN7SL632P	misc_RNA
RN7SL292P	ENSG00000242650.3	266	ENSG00000242650	RN7SL292P	misc_RNA
RN7SL8P	ENSG00000243352.3	266	ENSG00000243352	RN7SL8P	misc_RNA
RN7SL141P	ENSG00000243398.3	266	ENSG00000243398	RN7SL141P	misc_RNA
Z99943.2	ENSG00000250762.1	266	ENSG00000250762	Z99943.2	unprocessed_pseudogene
AC093852.1	ENSG00000251159.1	266	ENSG00000251159	AC093852.1	processed_pseudogene
RN7SKP164	ENSG00000251947.1	266	ENSG00000251947	RN7SKP164	misc_RNA
RN7SKP287	ENSG00000252355.1	266	ENSG00000252355	RN7SKP287	misc_RNA
AP003171.1	ENSG00000254874.1	266	ENSG00000254874	AP003171.1	lincRNA
SERPINA15P	ENSG00000255033.1	266	ENSG00000255033	SERPINA15P	processed_pseudogene
DYNLL1P4	ENSG00000257231.1	266	ENSG00000257231	DYNLL1P4	processed_pseudogene
GTF3AP2	ENSG00000258966.1	266	ENSG00000258966	GTF3AP2	transcribed_processed_pseudogene
ATP5J2P6	ENSG00000261102.2	266	ENSG00000261102	ATP5J2P6	processed_pseudogene
AC009171.1	ENSG00000262471.1	266	ENSG00000262471	AC009171.1	processed_pseudogene
SMAD5-AS1_1	ENSG00000277859.1	266	ENSG00000277859	SMAD5-AS1_1	misc_RNA
AL359880.1	ENSG00000278462.1	266	ENSG00000278462	AL359880.1	sense_intronic
DEFB115	ENSG00000215547.1	267	ENSG00000215547	DEFB115	protein_coding
AL353747.1	ENSG00000216966.1	267	ENSG00000216966	AL353747.1	processed_pseudogene
AL356277.1	ENSG00000218483.1	267	ENSG00000218483	AL356277.1	processed_pseudogene
AL079342.1	ENSG00000220130.1	267	ENSG00000220130	AL079342.1	processed_pseudogene
RMRPP5	ENSG00000223088.1	267	ENSG00000223088	RMRPP5	ribozyme
GAPDHP59	ENSG00000231739.2	267	ENSG00000231739	GAPDHP59	processed_pseudogene
FTLP8	ENSG00000232217.1	267	ENSG00000232217	FTLP8	processed_pseudogene
MTCO1P45	ENSG00000232982.1	267	ENSG00000232982	MTCO1P45	processed_pseudogene
AL135790.2	ENSG00000234360.1	267	ENSG00000234360	AL135790.2	processed_pseudogene
AC253536.4	ENSG00000235689.1	267	ENSG00000235689	AC253536.4	unprocessed_pseudogene
CYP46A4P	ENSG00000237180.1	267	ENSG00000237180	CYP46A4P	processed_pseudogene
AC013267.1	ENSG00000237953.1	267	ENSG00000237953	AC013267.1	processed_pseudogene
RN7SL362P	ENSG00000242707.3	267	ENSG00000242707	RN7SL362P	misc_RNA
AC233724.4	ENSG00000248471.2	267	ENSG00000248471	AC233724.4	processed_pseudogene
AC092608.1	ENSG00000248629.1	267	ENSG00000248629	AC092608.1	antisense_RNA
AC025768.1	ENSG00000249927.1	267	ENSG00000249927	AC025768.1	processed_pseudogene
AC069113.1	ENSG00000253290.1	267	ENSG00000253290	AC069113.1	unprocessed_pseudogene
AC090155.2	ENSG00000253380.1	267	ENSG00000253380	AC090155.2	lincRNA
IGHVIII-11-1	ENSG00000254215.1	267	ENSG00000254215	IGHVIII-11-1	IG_V_pseudogene
AP003037.1	ENSG00000256220.1	267	ENSG00000256220	AP003037.1	processed_transcript
ATP5J2P4	ENSG00000256826.1	267	ENSG00000256826	ATP5J2P4	processed_pseudogene
AC013553.1	ENSG00000259258.1	267	ENSG00000259258	AC013553.1	processed_pseudogene
AC090751.1	ENSG00000261232.2	267	ENSG00000261232	AC090751.1	processed_pseudogene
RN7SL744P	ENSG00000264028.2	267	ENSG00000264028	RN7SL744P	misc_RNA
AC015674.1	ENSG00000264558.1	267	ENSG00000264558	AC015674.1	antisense_RNA
RN7SL371P	ENSG00000266210.2	267	ENSG00000266210	RN7SL371P	misc_RNA
AL359881.1	ENSG00000269978.1	267	ENSG00000269978	AL359881.1	lincRNA
AC126755.5	ENSG00000276484.1	267	ENSG00000276484	AC126755.5	unprocessed_pseudogene
HMGN2P8	ENSG00000212769.5	268	ENSG00000212769	HMGN2P8	processed_pseudogene
DHFRP6	ENSG00000219095.1	268	ENSG00000219095	DHFRP6	processed_pseudogene
AL353193.1	ENSG00000225116.1	268	ENSG00000225116	AL353193.1	processed_pseudogene
RPL7P2	ENSG00000227663.1	268	ENSG00000227663	RPL7P2	processed_pseudogene
HMGN2P25	ENSG00000228398.3	268	ENSG00000228398	HMGN2P25	processed_pseudogene
AL157385.1	ENSG00000228667.1	268	ENSG00000228667	AL157385.1	processed_pseudogene
RPL37P4	ENSG00000230198.1	268	ENSG00000230198	RPL37P4	processed_pseudogene
USP12-AS1	ENSG00000232162.1	268	ENSG00000232162	USP12-AS1	antisense_RNA
MORF4L1P6	ENSG00000233162.1	268	ENSG00000233162	MORF4L1P6	processed_pseudogene
RPEP5	ENSG00000234732.1	268	ENSG00000234732	RPEP5	processed_pseudogene
HMGN1P30	ENSG00000235028.3	268	ENSG00000235028	HMGN1P30	processed_pseudogene
AC109583.1	ENSG00000238013.1	268	ENSG00000238013	AC109583.1	processed_pseudogene
Z92846.1	ENSG00000238049.2	268	ENSG00000238049	Z92846.1	processed_pseudogene
RN7SL776P	ENSG00000240772.3	268	ENSG00000240772	RN7SL776P	misc_RNA
ZIC4-AS1	ENSG00000241202.1	268	ENSG00000241202	ZIC4-AS1	antisense_RNA
KLF3P2	ENSG00000241879.1	268	ENSG00000241879	KLF3P2	processed_pseudogene
RN7SL756P	ENSG00000244610.3	268	ENSG00000244610	RN7SL756P	misc_RNA
AC091885.1	ENSG00000249562.1	268	ENSG00000249562	AC091885.1	processed_pseudogene
RN7SKP288	ENSG00000252036.1	268	ENSG00000252036	RN7SKP288	misc_RNA
RN7SKP276	ENSG00000252051.1	268	ENSG00000252051	RN7SKP276	misc_RNA
AL161752.1	ENSG00000259126.1	268	ENSG00000259126	AL161752.1	lincRNA
RN7SL716P	ENSG00000263558.2	268	ENSG00000263558	RN7SL716P	misc_RNA
AP001178.1	ENSG00000263727.1	268	ENSG00000263727	AP001178.1	sense_intronic
AC022001.1	ENSG00000270531.1	268	ENSG00000270531	AC022001.1	processed_pseudogene
AC110741.2	ENSG00000271240.1	268	ENSG00000271240	AC110741.2	processed_pseudogene
AC124312.5	ENSG00000271347.1	268	ENSG00000271347	AC124312.5	sense_intronic
AC008121.1	ENSG00000271596.1	268	ENSG00000271596	AC008121.1	processed_pseudogene
AC072046.2	ENSG00000274149.1	268	ENSG00000274149	AC072046.2	processed_pseudogene
RMST_7	ENSG00000274819.1	268	ENSG00000274819	RMST_7	misc_RNA
RN7SKP134	ENSG00000200830.1	269	ENSG00000200830	RN7SKP134	misc_RNA
DYNLL1P1	ENSG00000205579.3	269	ENSG00000205579	DYNLL1P1	processed_pseudogene
HMGN2P32	ENSG00000213558.3	269	ENSG00000213558	HMGN2P32	processed_pseudogene
RN7SKP54	ENSG00000222636.1	269	ENSG00000222636	RN7SKP54	misc_RNA
UBE2V1P10	ENSG00000226590.1	269	ENSG00000226590	UBE2V1P10	processed_pseudogene
AC073409.1	ENSG00000226708.1	269	ENSG00000226708	AC073409.1	lincRNA
CYP2C59P	ENSG00000228460.1	269	ENSG00000228460	CYP2C59P	unprocessed_pseudogene
AC005009.1	ENSG00000231255.1	269	ENSG00000231255	AC005009.1	antisense_RNA
HMGN2P34	ENSG00000231471.1	269	ENSG00000231471	HMGN2P34	processed_pseudogene
TTTY19	ENSG00000232419.1	269	ENSG00000232419	TTTY19	lincRNA
RPS12P2	ENSG00000234319.1	269	ENSG00000234319	RPS12P2	processed_pseudogene
AL731534.1	ENSG00000235810.1	269	ENSG00000235810	AL731534.1	processed_pseudogene
AC010154.1	ENSG00000235895.1	269	ENSG00000235895	AC010154.1	unprocessed_pseudogene
HMGN2P23	ENSG00000236124.1	269	ENSG00000236124	HMGN2P23	processed_pseudogene
AC005002.2	ENSG00000238066.1	269	ENSG00000238066	AC005002.2	processed_pseudogene
RN7SL645P	ENSG00000240863.3	269	ENSG00000240863	RN7SL645P	misc_RNA
RN7SL16P	ENSG00000243005.3	269	ENSG00000243005	RN7SL16P	misc_RNA
RN7SL22P	ENSG00000243136.3	269	ENSG00000243136	RN7SL22P	misc_RNA
RN7SL72P	ENSG00000243374.3	269	ENSG00000243374	RN7SL72P	misc_RNA
